5901012409,家音藥局,台北市松山區民生東路5段73號,臺北市,松山區,東榮里,121.558489,25.058709
5901012454,敦北藥局,台北市松山區民生東路4段80巷5號,臺北市,松山區,東昌里,121.553125,25.057129
5901012490,中美藥局,台北市松山區富錦街531號,臺北市,松山區,新益里,121.565481,25.061285
5901012507,康麗藥局,台北市松山區南京東路3段303巷20號,臺北市,松山區,中正里,121.546826,25.05369
5901012516,惠登藥局,台北市松山區民生東路3段130巷34號,臺北市,松山區,松基里,121.546113,25.056198
5901012561,松田藥局,台北市松山區延吉街9－6號,臺北市,松山區,吉仁里,121.55355,25.047007
5901012570,予志藥局,台北市松山區富錦街521號,臺北市,松山區,富錦里,121.564944,25.061186
5901012598,婕登藥局,台北市松山區八德路4段699號,臺北市,松山區,慈祐里,121.576644,25.050207
5901012632,晨安藥局,台北市松山區八德路3段155巷20弄2號,臺北市,松山區,復勢里,121.555326,25.049137
5901012650,銘德藥局,台北市松山區八德路2段366巷28號,臺北市,松山區,中崙里,121.545925,25.047242
5901012669,政昇藥局,台北市松山區南京東路5段356號13樓,臺北市,松山區,新聚里,121.569691,25.051063
5901012712,立康大藥局,台北市松山區八德路四段2－1號,臺北市,松山區,復盛里,121.558111,25.048117
5901012749,躍獅松和藥局,台北市松山區八德路四段666－1號,臺北市,松山區,慈祐里,121.576092,25.04979
5901012758,京東藥局,台北市松山區南京東路五段272號,臺北市,松山區,新聚里,121.566945,25.05114
5901012767,晨新藥局,台北市松山區八德路4段91巷1－1號,臺北市,松山區,吉祥里,121.560761,25.048944
5901012918,躍獅京華藥局,台北市松山區南京東路5段71號,臺北市,松山區,東光里,121.559562,25.051715
5901012963,綠之家藥局,台北市松山區延壽街428號,臺北市,松山區,龍田里,121.556217,25.056197
5901013004,德安藥局,台北市松山區八德路3段195號2樓,臺北市,松山區,復勢里,121.55619,25.048163
5901150280,慈航藥局,台北市士林區文林路441號,臺北市,士林區,福德里,121.524569,25.094807
5901150342,士林三安藥局,台北市士林區大南路11號,臺北市,士林區,仁勇里,121.526009,25.088981
5901150351,啟宏藥局,台北市士林區大東路90－1號1樓,臺北市,士林區,仁勇里,121.525628,25.091459
5901150397,博惠藥局,台北巿士林區華榮街16號,,,,121.5236009,25.0955096
5901150459,有德堂大藥局,台北市士林區中山北路6段227號,臺北市,士林區,蘭興里,121.525115,25.108884
5901150468,太安藥局,台北市士林區延平北路5段157號,臺北市,士林區,富光里,121.51013,25.082512
5901150511,三原藥局,台北市士林區延平北路5段293號,臺北市,士林區,葫蘆里,121.509407,25.085899
5901150548,田倉藥局,台北市士林區士東路124號,臺北市,士林區,三玉里,121.530158,25.112193
5901150575,日康藥局,台北市士林區士東路12號1樓,臺北市,士林區,蘭雅里,121.526737,25.111678
5901150593,安寧藥局,台北市士林區劍潭路91號,臺北市,士林區,百齡里,121.519909,25.082846
5901101161,晏晟藥局,台北市中山區林森北路625號,臺北市,中山區,圓山里,121.525859,25.067034
5901101205,大直藥局,台北市中山區北安路617號1樓,臺北市,中山區,大直里,121.548838,25.082728
5901101250,美日藥局,台北市中山區天津街66號1樓,臺北市,中山區,正得里,121.523274,25.051364
5901101321,文德藥局,台北市中山區龍江路356巷19號1樓,臺北市,中山區,行仁里,121.540088,25.066075
5901101509,永直藥局,台北市中山區北安路595巷2弄6號,臺北市,中山區,大直里,121.548295,25.081926
5901101536,展佑藥局,台北市中山區長春路146－1號,臺北市,中山區,中吉里,121.531711,25.054728
5901101607,蓁榛健康生活藥局,台北市中山區合江街100－2號1樓,臺北市,中山區,江山里,121.53911,25.058454
5901101625,中崙藥局,台北市中山區八德路2段307號,臺北市,中山區,朱崙里,121.542608,25.047362
5901101652,祥泰藥局,台北市中山區林森北路136號,臺北市,中山區,正得里,121.525087,25.051419
5901011699,建東大藥局,台北市松山區三民路97號1樓,臺北市,松山區,三民里,121.563398,25.057235
5901011733,和諧藥局,台北市松山區民生東路5段148號2樓,臺北市,松山區,三民里,121.562151,25.058494
5901011751,德恩藥師藥局,台北市松山區八德路2段378號1樓,臺北市,松山區,中崙里,121.546142,25.047971
5901011760,延壽藥局,台北市松山區延壽街327號,臺北市,松山區,介壽里,121.560363,25.056786
5901011975,萬泰藥局,台北市松山區敦化北路222巷38號,臺北市,松山區,民有里,121.547103,25.059943
5901012203,博荃藥局,台北市松山區敦化北路4巷51號,臺北市,松山區,中正里,121.544742,25.050063
5901012383,德川中西藥局,台北市松山區八德路4段96號,臺北市,松山區,復盛里,121.56066,25.04836
5901023831,康乃馨藥局,台北市大安區建國南路1段327號,臺北市,大安區,和安里,121.538211,25.034806
5901023886,世康藥局,台北市大安區延吉街246號,臺北市,大安區,光信里,121.555605,25.035492
5901023902,惠良藥局,台北市大安區和平東路3段93－1號,臺北市,大安區,全安里,121.550727,25.024615
5901023966,愛維康生活藥局,台北市大安區四維路170巷21號,臺北市,大安區,龍雲里,121.547034,25.028317
5901024007,古亭健康人生藥局,台北市大安區羅斯福路2段83號,臺北市,大安區,古莊里,121.523691,25.025723
5901024098,杏一瑞安藥局,台北市大安區瑞安街208巷11弄1號,臺北市,大安區,龍圖里,121.540647,25.028661
5901024114,好安心藥局,台北市大安區和平東路2段98之2號,臺北市,大安區,龍淵里,121.541503,25.024932
5901024123,中山樂方藥局,台北市大安區仁愛路4段112巷12號,臺北市,大安區,敦安里,121.549579,25.036422
5901024178,天康忠孝藥局,台北市大安區忠孝東路3段223－1號,臺北市,大安區,昌隆里,121.540036,25.041856
5901100440,優豐藥局,台北市中山區民生東路1段32號,臺北市,中山區,中山里,121.524223,25.057935
5901100495,能康藥局,台北市中山區長春路46號,臺北市,中山區,康樂里,121.525629,25.054818
5901100628,貢玄藥局,台北市中山區錦州街207號,臺北市,中山區,新生里,121.531963,25.060394
5901100664,阿里藥局,台北市中山區錦州街251號,臺北市,中山區,松江里,121.534194,25.060393
5901100717,榮昌藥局,台北市中山區雙城街17－3號,臺北市,中山區,恆安里,121.524415,25.064631
5901100735,華友藥局,台北市中山區龍江路356巷27號－1,臺北市,中山區,行仁里,121.539862,25.066076
